timestamp,base_model,lora_model,metric,num_samples,temperature,num_beams,top_p,do_sample,max_new_tokens,num_problems,score,duration_minutes,samples_file,summary_file,config_description
20250307131231,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_kmm_MBPP2APPS_sophia_r8_lr0.00016_epochs3_merged_round2,pass@1,1,1.0,12,0.9,False,256,164,31.71,123.28,20250307110901_generated_samples.jsonl,20250307110901_results_summary.txt,QKV model - Pure greedy with high beam
20250307151013,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_kmm_MBPP2APPS_sophia_r8_lr0.00016_epochs3_merged_round2,pass@1,1,0.15,8,0.9,True,256,164,30.49,117.85,20250307131206_generated_samples.jsonl,20250307131206_results_summary.txt,QKVO model - Very low temp + repetition penalty
20250307151030,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_kmm_MBPP2APPS_sophia_r8_lr0.00016_epochs3_merged_round2,pass@1,1,0.18,8,0.92,True,256,164,31.10,117.67,20250307131236_generated_samples.jsonl,20250307131236_results_summary.txt,QKV model - Early stopping + optimal params
20250307151032,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_kmm_MBPP2APPS_sophia_r8_lr0.00016_epochs3_merged_round2,pass@1,1,0.15,12,0.95,True,256,164,30.49,120.97,20250307130920_generated_samples.jsonl,20250307130920_results_summary.txt,R32 model - High beam + repetition penalty
20250307192405,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_kmm_MBPP2APPS_sophia_r8_lr0.00016_epochs3_merged_round2,pass@1,1,0.25,15,0.9,True,384,164,31.71,253.52,20250307151018_generated_samples.jsonl,20250307151018_results_summary.txt,QKVO model - Ultra high beam + extended tokens
20250307192431,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_kmm_MBPP2APPS_sophia_r8_lr0.00016_epochs3_merged_round2,pass@1,1,0.22,15,0.9,True,384,164,31.10,253.71,20250307151035_generated_samples.jsonl,20250307151035_results_summary.txt,QKV model - Ultra high beam + more tokens
20250307192503,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_kmm_MBPP2APPS_sophia_r8_lr0.00016_epochs3_merged_round2,pass@1,1,0.25,15,0.9,True,384,164,31.71,254.21,20250307151037_generated_samples.jsonl,20250307151037_results_summary.txt,R32 model - Ultra high beam + extended tokens
20250307212249,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_kmm_MBPP2APPS_sophia_r8_lr0.00016_epochs3_merged_round2,pass@1,1,0.2,10,0.9,True,256,164,31.71,118.39,20250307192410_generated_samples.jsonl,20250307192410_results_summary.txt,QKVO model - Top-k + no_repeat_ngram
20250307212252,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_kmm_MBPP2APPS_sophia_r8_lr0.00016_epochs3_merged_round2,pass@1,1,0.15,9,0.9,True,256,164,30.49,118.04,20250307192436_generated_samples.jsonl,20250307192436_results_summary.txt,QKV model - Diversity penalty
20250307212316,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_kmm_MBPP2APPS_sophia_r8_lr0.00016_epochs3_merged_round2,pass@1,1,0.18,10,0.9,True,256,164,31.71,117.89,20250307192508_generated_samples.jsonl,20250307192508_results_summary.txt,R32 model - Top-k + no_repeat_ngram
20250308011026,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_skm_MBPP2APPS_adamw_r8_lr0.0002_epochs3_merged_round2,pass@1,1,0.2,10,0.95,True,256,164,29.27,135.31,20250307225034_generated_samples.jsonl,20250307225034_results_summary.txt,QKV model - High beam + low temp
20250308011412,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_skm_MBPP2APPS_adamw_r8_lr0.0002_epochs3_merged_round2,pass@1,1,0.2,12,0.92,True,256,164,31.71,139.04,20250307224955_generated_samples.jsonl,20250307224955_results_summary.txt,QKVO model - High beam (12) + low temp (0.2)
20250308033307,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_skm_MBPP2APPS_adamw_r8_lr0.0002_epochs3_merged_round2,pass@1,1,1.0,12,0.9,False,256,164,31.10,142.32,20250308011032_generated_samples.jsonl,20250308011032_results_summary.txt,QKV model - Pure greedy with high beam
20250308033319,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_skm_MBPP2APPS_adamw_r8_lr0.0002_epochs3_merged_round2,pass@1,1,1.0,10,0.9,False,256,164,30.49,138.72,20250308011417_generated_samples.jsonl,20250308011417_results_summary.txt,QKVO model - Greedy with length penalty
20250308054114,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_skm_MBPP2APPS_adamw_r8_lr0.0002_epochs3_merged_round2,pass@1,1,0.18,8,0.92,True,256,164,31.71,127.76,20250308033312_generated_samples.jsonl,20250308033312_results_summary.txt,QKV model - Early stopping + optimal params
20250308054141,codellama/CodeLlama-7b-hf,Trial_01_3_epochs_Baseline_Competition_20250306_skm_MBPP2APPS_adamw_r8_lr0.0002_epochs3_merged_round2,pass@1,1,0.15,8,0.9,True,256,164,32.32,127.98,20250308033324_generated_samples.jsonl,20250308033324_results_summary.txt,QKVO model - Very low temp + repetition penalty
